MHK,Mohawk Industries Inc.,Consumer Cyclical,Furnishings Fixtures & Appliances,43300,14.1,5.8,4.2,4.2,Moderate Controversy Level,2,9th percentile,Low
BWA,Borgwarner Inc.,Consumer Cyclical,Auto Parts,39900,12.6,2.7,5.7,4.2,Moderate Controversy Level,2,6th percentile,Low
L,Loews Corporation,Financial Services,Insurance - Property & Casualty,12280,16.4,0.6,11.5,4.3,Moderate Controversy Level,2,15th percentile,Low
FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,297,12.4,2.3,5.8,4.3,Low Controversy Level,1,4th percentile,Low
TEL,Te Connectivity Ltd,Technology,Electronic Components,85000,14.8,5.8,4.6,4.4,None Controversy Level,N/A,11th percentile,Low
QCOM,Qualcomm Inc,Technology,Semiconductors,50000,15.4,5.3,5.6,4.5,Significant Controversy Level,3,12th percentile,Low
IP,International Paper Co.,Consumer Cyclical,Packaging & Containers,39000,24.5,15.1,4.8,4.5,Significant Controversy Level,3,47th percentile,Medium
BXP,Boston Properties Inc.,Real Estate,REIT - Office,836,12.5,2.5,5.4,4.5,Low Controversy Level,1,6th percentile,Low
JCI,Johnson Controls International Plc,Industrials,Building Products & Equipment,100000,14.4,4.5,5.4,4.6,Significant Controversy Level,3,10th percentile,Low
HST,Host Hotels & Resorts Inc.,Real Estate,REIT - Hotel & Motel,163,13.4,3.3,5.5,4.6,Low Controversy Level,1,7th percentile,Low
APH,Amphenol Corporation,Technology,Electronic Components,95000,19.6,7.3,7.6,4.6,Moderate Controversy Level,2,26th percentile,Low
ACN,Accenture Plc,Technology,Information Technology Services,742000,9.8,0.8,4.4,4.6,Moderate Controversy Level,2,3rd percentile,Negligible
NWSA,News Corporation Class A,Communication Services,Entertainment,25000,11.5,0,6.7,4.7,Moderate Controversy Level,2,4th percentile,Low
MLM,Martin Marietta Materials,Basic Materials,Building Materials,9400,30.1,16.7,8.7,4.8,Moderate Controversy Level,2,69th percentile,High
GLW,Corning Incorporated,Technology,Electronic Components,49800,16.5,5.5,6.1,4.8,Moderate Controversy Level,2,16th percentile,Low
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,9000,26.6,15.4,6.3,4.8,Moderate Controversy Level,2,55th percentile,Medium
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,122000,12.8,1.4,6.5,4.9,Significant Controversy Level,3,6th percentile,Low
TER,Teradyne Inc.,Technology,Semiconductor Equipment & Materials,6600,17,7.1,5,4.9,None Controversy Level,N/A,17th percentile,Low
NVDA,Nvidia Corp,Technology,Semiconductors,29600,13.6,2.3,6.3,4.9,Moderate Controversy Level,2,8th percentile,Low
CDNS,Cadence Design Systems,Technology,Software - Application,11200,12,2.3,4.8,4.9,None Controversy Level,N/A,5th percentile,Low
BRK-B,Berkshire Hathaway Class B,Financial Services,Insurance - Diversified,396500,20.7,1,14.8,4.9,Low Controversy Level,1,30th percentile,Medium
IPG,The Interpublic Group of Companies Inc.,Communication Services,Advertising Agencies,56800,10.3,0,5.3,5,Low Controversy Level,1,3rd percentile,Low
MSI,Motorola Solutions Inc.,Technology,Communication Equipment,21000,13.1,2.3,5.8,5.1,Low Controversy Level,1,7th percentile,Low
KLAC,Kla Corporation,Technology,Semiconductor Equipment & Materials,15000,17.2,7.4,4.6,5.1,None Controversy Level,N/A,18th percentile,Low
HPQ,Hp Inc.,Technology,Computer Hardware,58000,11.3,0.1,6.1,5.1,Moderate Controversy Level,2,4th percentile,Low
WM,Waste Management Inc.,Industrials,Waste Management,48000,16.6,8.1,3.3,5.2,Moderate Controversy Level,2,16th percentile,Low
GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,60000,13.7,4.7,3.8,5.2,Moderate Controversy Level,2,8th percentile,Low
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,61000,11.9,1.4,5.3,5.2,Moderate Controversy Level,2,5th percentile,Low
O,Realty Income Corporation,Real Estate,REIT - Retail,418,15.5,4.4,5.7,5.3,Moderate Controversy Level,2,13th percentile,Low
LOW,Lowe's Companies Inc.,Consumer Cyclical,Home Improvement Retail,300000,11.8,3.3,3.2,5.3,Moderate Controversy Level,2,5th percentile,Low
EQIX,Equinix Inc. Reit,Real Estate,REIT - Specialty,13354,13.9,3.4,5.1,5.3,Low Controversy Level,1,9th percentile,Low
NXPI,Nxp Semiconductors N.v.,Technology,Semiconductors,34200,19.8,8.6,5.8,5.4,Low Controversy Level,1,27th percentile,Low
MU,Micron Technology Inc.,Technology,Semiconductors,43000,18.2,7.2,5.5,5.5,Moderate Controversy Level,2,21st percentile,Low
COR,Cencora Inc.,Healthcare,Medical Distribution,46000,12.8,1.6,5.7,5.5,Significant Controversy Level,3,6th percentile,Low
ADP,Automatic Data Processing,Industrials,Staffing & Employment Services,63000,13.8,2.8,5.5,5.5,Low Controversy Level,1,8th percentile,Low
GWW,W.W. Grainger Inc.,Industrials,Industrial Distribution,23200,16,4.5,5.9,5.6,Moderate Controversy Level,2,14th percentile,Low
NDAQ,Nasdaq Inc.,Financial Services,Financial Data & Stock Exchanges,8568,13.1,0,7.4,5.6,Low Controversy Level,1,7th percentile,Low
MAS,Masco Corporation,Industrials,Building Products & Equipment,18000,22.2,9.7,6.8,5.6,Low Controversy Level,1,37th percentile,Medium
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,21500,22.7,10.5,6.6,5.6,Significant Controversy Level,3,39th percentile,Medium
HD,Home Depot Inc.,Consumer Cyclical,Home Improvement Retail,465000,12.6,3.3,3.8,5.6,Moderate Controversy Level,2,6th percentile,Low
TT,Trane Technologies Plc,Industrials,Building Products & Equipment,40000,15.2,4.4,5.1,5.7,Moderate Controversy Level,2,12th percentile,Low
ON,On Semiconductor Corp,Technology,Semiconductors,30000,22.4,11.8,4.9,5.7,Low Controversy Level,1,38th percentile,Medium
HSIC,Henry Schein Inc,Healthcare,Medical Distribution,25000,13.9,2,6.3,5.7,Moderate Controversy Level,2,9th percentile,Low
EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals,14000,25.3,12.8,6.6,5.8,Moderate Controversy Level,2,50th percentile,Medium
PFG,Principal Financial Group Inc.,Financial Services,Asset Management,19800,14.2,0.8,7.6,5.8,Low Controversy Level,1,9th percentile,Low
ALLE,Allegion Public Limited Company,Industrials,Security & Protection Services,12200,21.8,10.9,5,5.8,None Controversy Level,N/A,35th percentile,Medium
CE,Celanese Corporation,Basic Materials,Chemicals,12400,26.1,14.7,5.6,5.9,Moderate Controversy Level,2,54th percentile,Medium
CI,The Cigna Group,Healthcare,Healthcare Plans,70325,11.6,0,5.7,6,Moderate Controversy Level,2,3rd percentile,Low
TXN,Texas Instruments Incorporated,Technology,Semiconductors,34000,20.6,7.8,6.9,6,Moderate Controversy Level,2,30th percentile,Medium
NOW,Servicenow Inc.,Technology,Software - Application,22668,16.6,4,6.6,6,None Controversy Level,N/A,16th percentile,Low
RSG,Republic Services Inc.,Industrials,Waste Management,41000,20.9,11.2,3.7,6,Significant Controversy Level,3,31st percentile,Medium
ELV,Elevance Health Inc.,Healthcare,Healthcare Plans,104900,11.4,0.1,5.3,6,Moderate Controversy Level,2,4th percentile,Low
AVGO,Broadcom Inc.,Technology,Semiconductors,20000,20,7.3,6.6,6,Significant Controversy Level,3,28th percentile,Low
ADBE,Adobe Inc.,Technology,Software - Infrastructure,29945,13.1,1.9,5.2,6,Moderate Controversy Level,2,7th percentile,Low
URI,United Rentals Inc.,Industrials,Rental & Leasing Services,26650,16.9,5.3,5.4,6.1,Low Controversy Level,1,17th percentile,Low
SYY,Sysco Corporation,Consumer Defensive,Food Distribution,72000,15.9,5.4,4.5,6.1,Moderate Controversy Level,2,14th percentile,Low
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,15439,15.8,1.6,8.1,6.1,Moderate Controversy Level,2,14th percentile,Low
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,48000,19.9,8.5,5.3,6.1,Moderate Controversy Level,2,27th percentile,Low
SPGI,S&p Global Inc.,Financial Services,Financial Data & Stock Exchanges,40450,13,0,6.8,6.2,Low Controversy Level,1,7th percentile,Low
IBM,International Business Machines Corporation,Technology,Information Technology Services,282200,14.1,1.8,6.1,6.2,Moderate Controversy Level,2,9th percentile,Low
SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,111000,20.3,8.1,5.9,6.3,Low Controversy Level,1,29th percentile,Medium
CHD,Church & Dwight Co. Inc.,Consumer Defensive,Household & Personal Products,5550,19.9,6.9,6.7,6.3,Low Controversy Level,1,27th percentile,Low
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,177000,22.4,7.4,8.5,6.4,Significant Controversy Level,3,37th percentile,Medium
A,Agilent Technologies Inc.,Healthcare,Diagnostics & Research,18000,13.6,1.1,6.1,6.4,Moderate Controversy Level,2,8th percentile,Low
CME,Cme Group Inc.,Financial Services,Financial Data & Stock Exchanges,3565,17.8,2.1,9.2,6.5,Low Controversy Level,1,20th percentile,Low
ROK,Rockwell Automation Inc.,Industrials,Specialty Industrial Machinery,29000,17.7,5.4,5.7,6.6,Moderate Controversy Level,2,19th percentile,Low
JBHT,Jb Hunt Transport Services Inc,Industrials,Integrated Freight & Logistics,34718,14.8,3.3,5,6.6,Low Controversy Level,1,11th percentile,Low
LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,3281,21.4,8.5,6.3,6.6,None Controversy Level,N/A,33rd percentile,Medium
RF,Regions Financial Corp.,Financial Services,Banks - Regional,20101,16.9,1.8,8.4,6.7,Moderate Controversy Level,2,17th percentile,Low
MA,Mastercard Incorporated,Financial Services,Credit Services,33400,17.1,2.2,8.3,6.7,High Controversy Level,4,17th percentile,Low
EG,Everest Group Ltd.,Financial Services,Insurance - Reinsurance,2844,18,1.4,9.9,6.7,Low Controversy Level,1,20th percentile,Low
EOG,Eog Resources Inc.,Energy,Oil & Gas E&P,3050,34.2,20.2,7.3,6.7,Low Controversy Level,1,81st percentile,High
DHI,D.R. Horton Inc.,Consumer Cyclical,Residential Construction,13450,21,8.7,5.7,6.7,Moderate Controversy Level,2,32nd percentile,Medium
ADI,Analog Devices Inc.,Technology,Semiconductors,26000,22.9,9.3,7,6.7,Low Controversy Level,1,40th percentile,Medium
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,14100,18.8,3.2,8.7,6.8,Moderate Controversy Level,2,23rd percentile,Low
VMC,Vulcan Materials Company,Basic Materials,Building Materials,10961,29.3,13.4,9.1,6.8,Moderate Controversy Level,2,66th percentile,Medium
ETN,Eaton Corporation Plcs,Industrials,Specialty Industrial Machinery,94000,17.9,5.5,5.7,6.8,Low Controversy Level,1,20th percentile,Low
CMS,Cms Energy Corporation,Utilities,Utilities - Regulated Electric,8356,21.7,9.6,5.2,6.8,Moderate Controversy Level,2,35th percentile,Medium
SNPS,Synopsys Inc,Technology,Software - Infrastructure,20300,14.4,3.3,4.2,6.9,None Controversy Level,N/A,10th percentile,Low
CSCO,Cisco Systems Inc.,Technology,Communication Equipment,84900,13.9,0.4,6.5,6.9,Moderate Controversy Level,2,8th percentile,Low
MSCI,Msci Inc.,Financial Services,Financial Data & Stock Exchanges,5858,16.3,1.6,7.7,7,Low Controversy Level,1,15th percentile,Low
MET,Metlife Inc.,Financial Services,Insurance - Life,45000,16.4,0.7,8.8,7,Moderate Controversy Level,2,15th percentile,Low
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,178000,17.6,6.1,4.4,7,Moderate Controversy Level,2,19th percentile,Low
IDXX,Idexx Laboratories Inc,Healthcare,Diagnostics & Research,11000,18.7,2.6,8.9,7.1,Low Controversy Level,1,23rd percentile,Low
AZO,Autozone Inc.,Consumer Cyclical,Specialty Retail,71400,11,0.1,3.8,7.1,Moderate Controversy Level,2,4th percentile,Low
AKAM,Akamai Technologies Inc,Technology,Software - Infrastructure,10250,17,3,6.9,7.1,Low Controversy Level,1,17th percentile,Low
HIG,The Hartford Financial Services Group Inc.,Financial Services,Insurance - Property & Casualty,18700,16.6,1.8,7.6,7.2,Low Controversy Level,1,16th percentile,Low
PAYX,Paychex Inc,Industrials,Staffing & Employment Services,16000,16.7,3.2,6.4,7.2,Low Controversy Level,1,16th percentile,Low
KMI,Kinder Morgan Inc.,Energy,Oil & Gas Midstream,10891,19,8.3,3.5,7.2,Moderate Controversy Level,2,24th percentile,Low
JNPR,Juniper Networks Inc,Technology,Communication Equipment,11144,14.8,1.8,5.8,7.2,Low Controversy Level,1,11th percentile,Low
HES,Hess Corporation,Energy,Oil & Gas E&P,1756,33.1,18.9,7,7.2,Moderate Controversy Level,2,79th percentile,High
ULTA,Ulta Beauty Inc.,Consumer Cyclical,Specialty Retail,20000,15.6,4.1,4.3,7.3,Moderate Controversy Level,2,13th percentile,Low
PHM,Pultegroup Inc.,Consumer Cyclical,Residential Construction,6382,21.4,9.2,4.9,7.3,Moderate Controversy Level,2,34th percentile,Medium
NFLX,Netflix Inc,Communication Services,Entertainment,13000,16.4,0.1,9,7.3,Moderate Controversy Level,2,15th percentile,Low
MCK,Mckesson Corporation,Healthcare,Medical Distribution,45000,15.2,1.6,6.3,7.3,Significant Controversy Level,3,12th percentile,Low
INTC,Intel Corp,Technology,Semiconductors,130700,18.9,4.9,6.6,7.3,Significant Controversy Level,3,24th percentile,Low
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,12000,26.7,14,5.3,7.3,Moderate Controversy Level,2,56th percentile,Medium
CAH,Cardinal Health Inc.,Healthcare,Medical Distribution,47040,14.9,1.2,6.4,7.3,Significant Controversy Level,3,11th percentile,Low
ANSS,Ansys Inc,Technology,Software - Application,6200,15.9,3.5,5.1,7.3,None Controversy Level,N/A,14th percentile,Low
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,9886,32.6,20.1,5,7.4,Moderate Controversy Level,2,77th percentile,High
RHI,Robert Half Inc.,Industrials,Staffing & Employment Services,15000,10.9,0.1,3.4,7.4,Low Controversy Level,1,3rd percentile,Low
MTD,Mettler-Toledo International,Healthcare,Diagnostics & Research,16000,13.1,1,4.7,7.4,None Controversy Level,N/A,7th percentile,Low
BLK,Blackrock Inc.,Financial Services,Asset Management,19300,18.3,0.9,10,7.4,Moderate Controversy Level,2,21st percentile,Low
AAPL,Apple Inc.,Technology,Consumer Electronics,150000,17.2,0.5,9.4,7.4,Significant Controversy Level,3,18th percentile,Low
CRM,Salesforce Inc.,Technology,Software - Application,72682,14.9,2,5.4,7.5,Low Controversy Level,1,11th percentile,Low
PARA,Paramount Global Class B,Communication Services,Entertainment,21900,15,0.1,7.4,7.5,Significant Controversy Level,3,11th percentile,Low
MSFT,Microsoft Corp,Technology,Software - Infrastructure,221000,15.1,1.5,6.1,7.5,Significant Controversy Level,3,11th percentile,Low
BR,Broadridge Financial Solutions Inc,Technology,Information Technology Services,14000,16.6,4.2,4.9,7.5,Moderate Controversy Level,2,16th percentile,Low
TGT,Target Corporation,Consumer Defensive,Discount Stores,415000,14.4,1.9,4.9,7.6,Significant Controversy Level,3,10th percentile,Low
PANW,Palo Alto Networks Inc.,Technology,Software - Infrastructure,15166,13.9,0.7,5.6,7.6,Low Controversy Level,1,9th percentile,Low
FFIV,F5 Inc.,Technology,Software - Infrastructure,6077,17.1,4.1,5.4,7.6,Low Controversy Level,1,18th percentile,Low
EXPD,Expeditors International of Washington Inc.,Industrials,Integrated Freight & Logistics,18403,16.6,4.2,4.8,7.6,Moderate Controversy Level,2,16th percentile,Low
CTSH,Cognizant Technology Solutions,Technology,Information Technology Services,344400,14.7,1.1,5.9,7.6,Moderate Controversy Level,2,10th percentile,Low
CBOE,Cboe Global Markets Inc.,Financial Services,Financial Data & Stock Exchanges,1647,21,2.7,10.6,7.6,Low Controversy Level,1,32nd percentile,Medium
AWK,American Water Works Company Inc,Utilities,Utilities - Regulated Water,6500,21.6,9,5,7.6,Low Controversy Level,1,34th percentile,Medium
TJX,Tjx Companies Inc.,Consumer Cyclical,Apparel Retail,349000,14.4,1.9,4.8,7.7,Moderate Controversy Level,2,10th percentile,Low
RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services,98100,20.7,8.1,4.9,7.7,Significant Controversy Level,3,31st percentile,Medium
PPG,Ppg Industries Inc.,Basic Materials,Specialty Chemicals,50000,25.2,11,6.5,7.7,Moderate Controversy Level,2,50th percentile,Medium
NTAP,Netapp Inc,Technology,Computer Hardware,,15.4,2.2,5.5,7.7,Low Controversy Level,1,12th percentile,Low
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,38400,18.7,2.3,8.7,7.7,Moderate Controversy Level,2,23rd percentile,Low
EBAY,Ebay Inc,Consumer Cyclical,Internet Retail,12300,17.6,2.7,7.2,7.7,Moderate Controversy Level,2,19th percentile,Low
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,75500,19.3,5.6,5.9,7.7,Moderate Controversy Level,2,25th percentile,Low
CF,Cf Industries Holding Inc.,Basic Materials,Agricultural Inputs,2700,29.3,16.2,5.4,7.7,Low Controversy Level,1,66th percentile,Medium
WTW,Willis Towers Watson Public Limited Companys,Financial Services,Insurance Brokers,48000,18.7,0.1,10.8,7.8,Moderate Controversy Level,2,23rd percentile,Low
SRE,Sempra,Utilities,Utilities - Diversified,16835,23.6,10.9,4.9,7.8,Moderate Controversy Level,2,43rd percentile,Medium
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,14800,14.6,1.2,5.6,7.8,Moderate Controversy Level,2,10th percentile,Low
ORCL,Oracle Corp,Technology,Software - Infrastructure,164000,13.9,0.5,5.6,7.8,Moderate Controversy Level,2,9th percentile,Low
NVR,Nvr Inc.,Consumer Cyclical,Residential Construction,6300,20.3,7.2,5.2,7.8,Low Controversy Level,1,29th percentile,Medium
AMP,Ameriprise Financial Inc.,Financial Services,Asset Management,13800,20.3,2.1,10.3,7.8,Moderate Controversy Level,2,29th percentile,Medium
WRB,W.R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,8329,21.8,2,11.9,7.9,Low Controversy Level,1,35th percentile,Medium
DD,Dupont De Nemours Inc.,Basic Materials,Specialty Chemicals,24000,28.6,14.7,5.9,8,Significant Controversy Level,3,63rd percentile,Medium
KMX,Carmax Inc.,Consumer Cyclical,Auto & Truck Dealerships,29836,12.1,0.1,4,8,Moderate Controversy Level,2,5th percentile,Low
ORLY,O'reilly Automotive Inc.,Consumer Cyclical,Specialty Retail,90601,12.1,0.1,3.8,8.1,Low Controversy Level,1,5th percentile,Low
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,18200,30.5,17.1,5.3,8.1,Significant Controversy Level,3,71st percentile,High
FITB,Fifth Third Bancorp,Financial Services,Banks - Regional,18657,16.8,1.2,7.5,8.1,Moderate Controversy Level,2,17th percentile,Low
EW,Edwards Lifesciences Corp,Healthcare,Medical Devices,19800,18.6,2.9,7.6,8.1,Low Controversy Level,1,23rd percentile,Low
COP,Conocophillips,Energy,Oil & Gas E&P,10000,33.9,17.6,8.3,8.1,Moderate Controversy Level,2,81st percentile,High
CPB,Campbell Soup Company,Consumer Defensive,Packaged Foods,14500,23.5,10.9,4.5,8.1,Moderate Controversy Level,2,42nd percentile,Medium
AEP,American Electric Power Company Inc.,Utilities,Utilities - Regulated Electric,16800,26.1,12.7,5.4,8.1,Moderate Controversy Level,2,54th percentile,Medium
WAT,Waters Corp,Healthcare,Diagnostics & Research,7900,14.6,1.4,5.1,8.2,None Controversy Level,N/A,10th percentile,Low
V,Visa Inc.,Financial Services,Credit Services,,16.7,1.8,6.7,8.2,Significant Controversy Level,3,16th percentile,Low
TSCO,Tractor Supply Co,Consumer Cyclical,Specialty Retail,50000,16.1,3.4,4.5,8.2,Moderate Controversy Level,2,14th percentile,Low
NEM,Newmont Corporation,Basic Materials,Gold,21700,20.5,7.1,5.2,8.2,Significant Controversy Level,3,30th percentile,Medium
GEN,Gen Digital Inc.,Technology,Software - Infrastructure,3400,16.9,3.3,5.4,8.2,Moderate Controversy Level,2,17th percentile,Low
FIS,Fidelity National Information Services Inc.,Technology,Information Technology Services,60000,17.5,4.1,5.2,8.2,Low Controversy Level,1,19th percentile,Low
ADSK,Autodesk Inc,Technology,Software - Application,,16.8,3.7,4.9,8.2,None Controversy Level,N/A,16th percentile,Low
AES,Aes Corporation,Utilities,Utilities - Diversified,9600,26.7,13.3,5.3,8.2,Moderate Controversy Level,2,56th percentile,Medium
NEE,Nextra Energy Inc.,Utilities,Utilities - Regulated Electric,16800,23.3,9.4,5.6,8.3,Moderate Controversy Level,2,41st percentile,Medium
GL,Globe Life Inc.,Financial Services,Insurance - Life,3636,20.4,1.6,10.5,8.3,Moderate Controversy Level,2,29th percentile,Medium
FAST,Fastenal Co,Industrials,Industrial Distribution,20935,24.7,9.3,7.1,8.3,Moderate Controversy Level,2,48th percentile,Medium
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,894,36.1,20.3,7.5,8.3,Moderate Controversy Level,2,86th percentile,High
FDX,Fedex Corporation,Industrials,Integrated Freight & Logistics,328000,19.7,5.7,5.6,8.4,Moderate Controversy Level,2,27th percentile,Low
EA,Electronic Arts Inc,Communication Services,Electronic Gaming & Multimedia,13700,13.3,0.1,4.7,8.4,Moderate Controversy Level,2,7th percentile,Low
QRVO,Qorvo Inc.,Technology,Semiconductors,8700,28.5,12.3,7.7,8.5,None Controversy Level,N/A,63rd percentile,Medium
PGR,Progressive Corporation,Financial Services,Insurance - Property & Casualty,61432,20,1.5,10.1,8.5,Moderate Controversy Level,2,28th percentile,Medium
AME,Ametek Inc.,Industrials,Specialty Industrial Machinery,21500,23.9,8.6,6.7,8.5,Low Controversy Level,1,44th percentile,Medium
TPR,Tapestry Inc.,Consumer Cyclical,Luxury Goods,12600,14.8,1.1,5.2,8.6,Moderate Controversy Level,2,11th percentile,Low
PTC,Ptc Inc,Technology,Software - Application,7438,18.9,4.9,5.4,8.6,None Controversy Level,N/A,24th percentile,Low
TAP,Molson Coors Beverage Company Class B,Consumer Defensive,Beverages - Brewers,16500,21.4,7.3,5.5,8.6,Moderate Controversy Level,2,33rd percentile,Medium
LEN,Lennar Corporation Class A,Consumer Cyclical,Residential Construction,12284,25.4,11.3,5.6,8.6,Moderate Controversy Level,2,51st percentile,Medium
ES,Eversource Energy,Utilities,Utilities - Regulated Electric,10000,18.6,4.7,5.4,8.6,Moderate Controversy Level,2,23rd percentile,Low
